Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
394,Yonny Hernandez#,24,ARI,NL,12,28,24,2,2,0,0,0,0,2,0,2,4,0.083,0.154,0.083,0.237,-30,2,0,0,2,0,0,5/4H,hernayo02
395,Ivan Herrera,22,STL,NL,11,22,18,0,2,0,0,0,1,0,0,2,8,0.111,0.19,0.111,0.302,-10,2,0,0,1,1,0,2,herreiv01
396,Jose Herrera#,25,ARI,NL,47,124,111,9,21,2,0,0,5,0,0,9,34,0.189,0.25,0.207,0.457,32,23,1,0,4,0,0,2/DH,herrejo04
397,Odubel Herrera*,30,PHI,NL,62,197,185,23,44,9,1,5,21,6,0,11,42,0.238,0.279,0.378,0.658,83,70,3,0,0,1,0,87H/9,herreod01
398,Jason Heyward*,32,CHC,NL,48,151,137,15,28,5,1,1,10,1,0,11,32,0.204,0.278,0.277,0.556,57,38,3,3,0,0,0,89/H,heywaja01
399,Brewer Hicklen,26,KCR,AL,6,4,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0,/H798,hicklbr01
400,Aaron Hicks#,32,NYY,AL,116,404,341,42,72,7,2,6,36,9,3,56,92,0.211,0.328,0.296,0.624,81,101,9,4,1,2,3,*87H/D,hicksaa01
401,Kyle Higashioka,32,NYY,AL,72,209,192,22,39,5,0,8,23,0,1,11,43,0.203,0.246,0.354,0.601,69,68,4,1,2,3,0,2/HD,higasky01
402,P.J. Higgins,29,CHC,NL,64,186,166,18,36,7,1,6,24,0,0,14,50,0.217,0.284,0.38,0.664,84,63,1,2,3,1,0,32H/5D,higgipj01
403,Derek Hill,26,DET,AL,31,92,83,8,19,2,0,1,3,3,0,5,28,0.229,0.27,0.289,0.559,63,24,0,0,3,1,0,8/H,hillde01
404,Sam Hilliard*,28,COL,NL,70,200,174,26,32,6,1,2,14,5,1,23,57,0.184,0.28,0.264,0.544,47,46,2,1,0,2,0,78/H9,hillisa01
405,Keston Hiura,25,MIL,NL,68,231,203,31,48,4,1,14,30,5,1,20,96,0.236,0.325,0.473,0.798,123,96,3,7,0,1,0,3D4/H7,hiurake01
406,Nico Hoerner,25,CHC,NL,125,477,444,51,129,21,5,9,49,18,2,26,51,0.291,0.338,0.421,0.759,111,187,10,6,0,1,3,*6/H5,hoernni01
407,Jeff Hoffman,29,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hoffmje02
408,Rhys Hoskins,29,PHI,NL,139,598,523,75,131,27,2,28,71,2,1,66,144,0.25,0.338,0.47,0.809,125,246,10,5,0,3,0,*3/DH,hoskirh01
409,Eric Hosmer*,32,TOT,MLB,102,414,375,38,100,19,0,8,44,0,0,37,64,0.267,0.333,0.381,0.715,106,143,12,1,0,1,5,*3/D,hosmeer01
410,Eric Hosmer*,32,SDP,NL,90,369,335,32,91,16,0,8,40,0,0,33,55,0.272,0.336,0.391,0.727,110,131,10,0,0,1,5,3/D,hosmeer01
411,Eric Hosmer*,32,BOS,AL,12,45,40,6,9,3,0,0,4,0,0,4,9,0.225,0.311,0.3,0.611,72,12,2,1,0,0,0,3,hosmeer01
412,Sam Huff,24,TEX,AL,35,102,95,6,23,3,0,2,8,1,0,7,33,0.242,0.294,0.337,0.631,81,32,1,0,0,0,1,2/H3D,huffsa01
413,Brandon Hughes#,26,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hughebr01
414,Cooper Hummel#,27,ARI,NL,59,178,155,17,28,7,3,2,14,4,1,22,57,0.181,0.287,0.303,0.59,68,47,4,1,0,0,0,7HD2/9,hummeco01
415,Tommy Hunter,35,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hunteto02
416,Andy Ibáñez,29,TEX,AL,40,128,119,13,26,4,0,1,9,3,0,9,21,0.218,0.273,0.277,0.551,59,33,0,0,0,0,0,5/D34H,ibanean01
417,José Iglesias,32,COL,NL,114,451,423,48,127,30,0,3,47,2,3,17,54,0.3,0.337,0.392,0.729,94,166,9,8,0,3,0,*6/D,iglesjo01
418,Ender Inciarte*,31,NYM,NL,11,8,8,1,1,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,-28,1,0,0,0,0,0,/7H89D,inciaen01
419,Jonathan India,25,CIN,NL,85,356,323,43,84,14,2,10,35,2,4,22,79,0.26,0.329,0.409,0.737,99,132,5,11,0,0,1,4D/H,indiajo01
420,Kyle Isbel*,25,KCR,AL,91,243,224,28,46,8,4,4,25,9,3,13,64,0.205,0.256,0.33,0.587,65,74,5,3,1,2,0,987H/D,isbelky01
